iter	Logloss
272	0.2915178297
273	0.2914775927
274	0.2914179779
275	0.291384811
276	0.2913294299
277	0.2913218523
278	0.2912648696
279	0.291243574
280	0.2911920642
281	0.2911468279
282	0.2911088797
283	0.2910477263
284	0.290987223
285	0.2909405579
286	0.2908877814
287	0.2908198304
288	0.2907816967
289	0.2907407127
290	0.2906962913
291	0.2906396013
292	0.2905858456
293	0.2905478001
294	0.2904827411
295	0.2904336397
296	0.290405317
297	0.2903651337
298	0.2902965555
299	0.2902619086
300	0.2902130697
301	0.2901504764
302	0.2901021812
303	0.2900682794
304	0.2899986889
305	0.2899386544
306	0.2899002675
307	0.289842822
308	0.2898157315
309	0.2897887251
310	0.2897427493
311	0.2897008093
312	0.2896423813
313	0.2895841198
314	0.2895451758
315	0.2894694297
316	0.2894127345
317	0.2893453806
318	0.2893122357
319	0.2892631161
320	0.2891988992
321	0.2891454079
322	0.2890974316
323	0.289039803
324	0.2889823816
325	0.2889457108
326	0.2888946128
327	0.2888385864
328	0.2887996972
329	0.2887506081
330	0.2887256213
331	0.28868545
332	0.288646358
333	0.2885997219
334	0.2885618542
335	0.2885015839
336	0.2884511964
337	0.2884201412
338	0.2883612074
339	0.2883186224
340	0.2882793024
341	0.2882340612
342	0.2881848191
343	0.2881465111
344	0.2880821592
345	0.2880402997
346	0.2879661323
347	0.2879418096
348	0.2879034384
349	0.2878627871
350	0.2878225849
351	0.2877757967
352	0.2877186054
353	0.2876775059
354	0.287642422
355	0.2876066517
356	0.287558203
357	0.2875138882
358	0.2874606656
359	0.2874140183
360	0.2873542811
361	0.2872875236
362	0.2872296979
363	0.2871787939
364	0.2871454521
365	0.287092901
366	0.2870527101
367	0.2870110746
368	0.2869706936
369	0.2869225161
370	0.2868907566
371	0.2868484628
372	0.2867953444
373	0.2867713502
374	0.2867244212
375	0.2866692884
376	0.2866073654
377	0.2865288696
378	0.2865044436
379	0.2864573539
380	0.286413781
381	0.286352201
382	0.2863479185
383	0.2863077693
384	0.286254688
385	0.2862097358
386	0.2861710028
387	0.2861204914
388	0.2860804583
389	0.2860163304
390	0.2859851353
391	0.2859275009
392	0.2858910171
393	0.2858574234
394	0.2858010877
395	0.2857781773
396	0.2857556942
397	0.2857014424
398	0.2856734985
399	0.2856262238
400	0.2855581999
401	0.2855076166
402	0.2854611786
403	0.2854029407
404	0.2853565127
405	0.2853478044
406	0.2853020911
407	0.2852783272
408	0.2852363845
409	0.2851773433
410	0.2851261363
411	0.285075661
412	0.2850690062
413	0.2850403994
414	0.2850053231
415	0.2849467092
416	0.2849070905
417	0.2848900338
418	0.284847736
419	0.2848108074
420	0.2847523356
421	0.2847041288
422	0.2846547267
423	0.2846181759
424	0.2845865729
425	0.2845827731
426	0.2845338723
427	0.284524261
428	0.2844921013
429	0.284460099
430	0.2844268768
431	0.2843868177
432	0.2843421426
433	0.2842932398
434	0.2842554132
435	0.2841915799
436	0.2841334913
437	0.2840943349
438	0.2840527684
439	0.2840355444
440	0.2839868236
441	0.2839355563
442	0.2838906705
443	0.283846221
444	0.2838194506
445	0.2837837811
446	0.2837500903
447	0.2837017882
448	0.2836197578
449	0.2835658523
450	0.283517241
451	0.2834770045
452	0.2834450685
453	0.283395595
454	0.2833508964
455	0.2833263997
456	0.2832810197
457	0.2832584421
458	0.2832032045
459	0.2831464561
460	0.2831017898
461	0.2830383982
462	0.2830178556
463	0.2829919555
464	0.2829600099
465	0.2829132057
466	0.2828665469
467	0.2828164105
468	0.2827648345
469	0.2827343875
470	0.2826746963
471	0.2826684383
472	0.2826264215
473	0.2825796558
474	0.2825521579
475	0.2825233596
476	0.2824896063
477	0.2824221341
478	0.2823921555
479	0.2823128809
480	0.282268875
481	0.2822359963
482	0.2822232882
483	0.2821939914
484	0.2821669319
485	0.2821198888
486	0.2820926346
487	0.2820725538
488	0.2820062601
489	0.2819622017
490	0.2819422672
491	0.2818753305
492	0.2818161708
493	0.2818057957
494	0.2817586914
495	0.2817463876
496	0.281710052
497	0.2817030744
498	0.2816700351
499	0.2816062097
500	0.2815629803
501	0.2814998957
502	0.2814936311
503	0.2814513518
504	0.28141665
505	0.2813842408
506	0.2813481852
507	0.2812910496
508	0.281232834
509	0.2812112969
510	0.2811446058
511	0.2811024634
512	0.2810797956
513	0.2810335496
514	0.2809938468
515	0.2809545962
516	0.2809068274
517	0.2808666971
518	0.2808421477
519	0.2808017894
520	0.2807760488
521	0.2807189945
522	0.2807012644
523	0.2806678541
524	0.2806524666
525	0.2806116588
526	0.2805731276
527	0.2805298968
528	0.2804748394
529	0.280426076
530	0.2803796727
531	0.2803191518
532	0.2802568025
533	0.2802201385
534	0.2801600674
535	0.2800997973
536	0.2800604082
537	0.2800216688
538	0.2799937971
539	0.2799662538
540	0.2799190081
541	0.2798728649
542	0.2798308792
543	0.2798053007
544	0.27977677
545	0.2797440358
546	0.2797038873
547	0.2796761798
548	0.2796422149
549	0.2796195904
550	0.2795868403
551	0.2795407398
552	0.2795103498
553	0.2794435247
554	0.2794052334
555	0.2793776402
556	0.2793392022
557	0.2792763427
558	0.2792499951
559	0.2791953624
560	0.2791830721
561	0.2791487571
562	0.2791048375
563	0.2790705001
564	0.2790425032
565	0.2790188907
566	0.2789752227
567	0.2789381926
568	0.278871399
569	0.2788406826
570	0.2787968228
571	0.2787587751
572	0.2786978594
573	0.2786486833
574	0.2786049028
575	0.2785778312
576	0.2785451153
577	0.2785003266
578	0.2784677434
579	0.2784353089
580	0.2783853821
581	0.2783557479
582	0.2783027153
583	0.2782688127
584	0.2782492793
585	0.2782084056
586	0.2781626469
587	0.2781072474
588	0.2780444129
589	0.2780192742
590	0.2779951054
591	0.2779616366
592	0.2779255841
593	0.2778852876
594	0.2778472967
595	0.2778103848
596	0.2777756143
597	0.2777432707
598	0.2777095618
599	0.2776701657
600	0.2776322728
601	0.27760523
602	0.2775816526
603	0.2775457536
604	0.2775124944
605	0.2774845965
606	0.2774199185
607	0.2773843284
608	0.2773610689
609	0.2773412608
610	0.2773144685
611	0.2772669839
612	0.2772172053
613	0.27718383
614	0.2771750439
615	0.2771246438
616	0.2771137363
617	0.2770827233
618	0.2770176082
619	0.2769837653
620	0.2769622933
621	0.2769188708
622	0.2768807382
623	0.2768352738
624	0.2767936821
625	0.2767704285
626	0.2767338633
627	0.2766859478
628	0.2766671388
629	0.2766293297
630	0.2765966682
631	0.2765596562
632	0.2765220292
633	0.2764717587
634	0.2764149354
635	0.2763724597
636	0.2763121522
637	0.2762870656
638	0.2762583567
639	0.2761978594
640	0.2761598899
641	0.2761344056
642	0.2761029673
643	0.2760695709
644	0.2760345698
645	0.2759853449
646	0.2759678505
647	0.2759418029
648	0.2759043144
649	0.275860105
650	0.2758306189
651	0.2757787281
652	0.2757708754
653	0.2757307189
654	0.2756921411
655	0.2756629079
656	0.2756152593
657	0.2755620286
658	0.2755297919
659	0.2755086314
660	0.2754524174
661	0.2753963118
662	0.2753670614
663	0.2753325433
664	0.2752715809
665	0.2752236344
666	0.2752132085
667	0.2751719778
668	0.275133601
669	0.2751058457
670	0.2750761268
671	0.2750388873
672	0.2750157516
673	0.2749704222
674	0.2749518054
675	0.2749454613
676	0.2749198319
677	0.2748969891
678	0.2748662435
679	0.2748105299
680	0.2747685367
681	0.2747585245
682	0.2747107346
683	0.2746880632
684	0.2746461455
685	0.2746051097
686	0.2745461423
687	0.2744968718
688	0.2744553242
689	0.2744378795
690	0.2743810209
691	0.2743493092
692	0.2743100623
693	0.2742797546
694	0.2742406524
695	0.2742238661
696	0.2741814888
697	0.274151981
698	0.274081607
699	0.274019856
700	0.2739758082
701	0.2739413416
702	0.2738862779
703	0.2738479785
704	0.2737983782
705	0.2737654608
706	0.273743311
707	0.2737220616
708	0.2737018714
709	0.2736438925
710	0.2735917833
711	0.2735476086
712	0.2735279707
713	0.2734864971
714	0.2734519602
715	0.2734293092
716	0.2733901317
717	0.2733487669
718	0.2733017322
719	0.2732645386
720	0.273226237
721	0.2732040494
722	0.2731734759
723	0.2731543403
724	0.2731178858
725	0.2730924728
726	0.2730803515
727	0.2730307655
728	0.2730056916
729	0.2729859108
730	0.2729784096
731	0.272943354
732	0.2729143033
733	0.272902422
734	0.2728568835
735	0.2728191203
736	0.2727949841
737	0.2727603963
738	0.2727457122
739	0.2727097483
740	0.2726624236
741	0.2726163354
742	0.2725884207
743	0.2725550737
744	0.2725291767
745	0.2725158174
746	0.2724709703
747	0.2724340682
748	0.2724077352
749	0.2723756425
750	0.2723427595
751	0.2722992486
752	0.2722660561
753	0.2722295087
754	0.2722036029
755	0.2721671803
756	0.2721434201
757	0.2721172447
758	0.2720778801
759	0.2720578305
760	0.2720115536
761	0.2719856856
762	0.2719460615
763	0.271933545
764	0.2719015529
765	0.2718612127
766	0.271821831
767	0.2717752268
768	0.2717628678
769	0.2717208055
770	0.2716969907
771	0.2716504241
772	0.2716112034
773	0.2715745884
774	0.2715520107
775	0.2715240851
776	0.2714993644
777	0.2714749046
778	0.2714486605
779	0.2714104696
780	0.2713580718
781	0.2713352752
782	0.2712987224
783	0.271259632
784	0.2712280939
785	0.2711920111
786	0.271140584
787	0.271114564
788	0.2710921501
789	0.2710726166
790	0.2710450925
791	0.2710000179
792	0.270950035
793	0.2709085739
794	0.2708742951
795	0.2708562259
796	0.2708252958
797	0.2708114422
798	0.2707666418
799	0.270730852
800	0.270702692
801	0.2706815762
802	0.2706499628
803	0.2706234747
804	0.2705959102
805	0.2705688445
806	0.2705328137
807	0.2705188209
808	0.2704884208
809	0.2704619251
810	0.270423435
811	0.2703717964
812	0.2703206261
813	0.2702717059
814	0.2702359915
815	0.2702063299
816	0.270188639
817	0.2701835422
818	0.2701410941
819	0.2701030263
820	0.270086528
821	0.2700381804
822	0.2700132921
823	0.2699670709
824	0.2699308135
825	0.2698916018
826	0.2698797077
827	0.2698458055
828	0.2697958886
829	0.2697768128
830	0.2697387696
831	0.2697005704
832	0.2696545223
833	0.2696294271
834	0.269585519
835	0.2695581588
836	0.2695244193
837	0.2694961478
838	0.2694683034
839	0.2694491485
840	0.2694085025
841	0.2693691759
842	0.2693450416
843	0.2693050513
844	0.2692745301
845	0.269245542
846	0.2692156957
847	0.269172668
848	0.2691503602
849	0.26909168
850	0.269054515
851	0.2690410296
852	0.2690071324
853	0.2689780392
854	0.2689389741
855	0.2689097095
856	0.2688878667
857	0.2688446391
858	0.2688187887
859	0.2687812477
860	0.2687523784
861	0.2687035497
862	0.2686718657
863	0.2686365738
864	0.2685849211
865	0.2685610453
866	0.2685301845
867	0.268494364
868	0.2684514182
869	0.2684250314
870	0.2684114412
871	0.2683378429
872	0.2682923431
873	0.2682431903
874	0.2682099351
875	0.2681760721
876	0.2681365336
877	0.2680884669
878	0.268069291
879	0.2680295042
880	0.2679884657
881	0.2679654491
882	0.2679359997
883	0.2679057571
884	0.2678441496
885	0.2678128353
886	0.267801712
887	0.2677790055
888	0.2677426646
889	0.267699395
890	0.2676609037
891	0.2676385673
892	0.2676216016
893	0.2675853509
894	0.2675612194
895	0.2675160661
896	0.2674862199
897	0.267430012
898	0.2673841288
899	0.267364248
900	0.2673382929
901	0.2672933917
902	0.2672665601
903	0.2672317349
904	0.2672030728
905	0.2671539408
906	0.2671292862
907	0.267084242
908	0.2670539479
909	0.2670087417
910	0.2669738273
911	0.2669305874
912	0.2669040264
913	0.2668796371
914	0.266823859
915	0.2668054002
916	0.2667884251
917	0.2667441957
918	0.2666925122
919	0.2666637184
920	0.2666423644
921	0.2666262194
922	0.2665882174
923	0.2665464549
924	0.2665168076
925	0.2664949108
926	0.266438134
927	0.266414602
928	0.2663764136
929	0.2663483349
930	0.2663163594
931	0.2662821463
932	0.266245997
933	0.2662350798
934	0.266233507
935	0.2662115545
936	0.2661942928
937	0.2661582679
938	0.2661264498
939	0.2660992168
940	0.266085977
941	0.2660419035
942	0.2660176803
943	0.2660064995
944	0.2659644876
945	0.2659390967
946	0.2659033096
947	0.2658506863
948	0.2658186242
949	0.265806505
950	0.2657817048
951	0.2657551508
952	0.2657077327
953	0.2656696273
954	0.2656243081
955	0.2655926234
956	0.2655757508
957	0.265538833
958	0.2655042137
959	0.2654796038
960	0.2654432062
961	0.2654241689
962	0.265385002
963	0.2653550222
964	0.2653125172
965	0.26529575
966	0.2652589422
967	0.2652442329
968	0.2652039092
969	0.2651585465
970	0.2651200019
971	0.2650772354
972	0.2650363602
973	0.2650094042
974	0.2649766762
975	0.2649370485
976	0.2649073957
977	0.2648824461
978	0.2648619142
979	0.2648244227
980	0.26480339
981	0.2647435704
982	0.264706381
983	0.2646639932
984	0.2646563141
985	0.2646494455
986	0.2646479128
987	0.2646206175
988	0.2645894659
989	0.2645527066
990	0.2645176148
991	0.2644986902
992	0.2644607233
993	0.2644242767
994	0.2643916875
995	0.2643681539
996	0.2643641582
997	0.2643305438
998	0.2642886178
999	0.2642611868
