playerId,x,y,shootedBy,distance,angle,passes_before,shots_before,shots_by_team_before,isGoal
400822,86.3,70.2,RightFoot,20.02623,47.226159489072444,10,0,2,False
121877,88.7,57.6,Head,13.46914,69.30420982864486,5,0,0,False
369860,74.0,41.2,RightFoot,27.97757,77.36412942153041,13,0,3,False
341224,84.3,59.7,RightFoot,17.88,69.98448978061789,5,0,1,False
111934,90.3,51.6,Head,10.522,86.29501510336456,6,1,2,False
400822,81.8,50.6,RightFoot,19.95,90.0,16,1,4,False
243195,91.2,48.8,Head,9.54736,81.80955386140502,22,0,5,False
30083,73.4,34.2,RightFoot,30.36605,69.00472871269106,10,0,6,True
136904,90.4,63.2,LeftFoot,13.72573,49.90610237888512,3,1,0,False
442557,76.9,47.4,RightFoot,25.28244,85.37230759735763,14,0,3,False
136904,89.1,49.7,Head,11.57,86.62927507503107,4,2,1,False
400822,76.5,67.0,RightFoot,27.72496,65.35790174275854,23,2,2,True
436116,84.2,53.1,LeftFoot,16.9234,83.07745828256334,18,0,0,False
136904,88.5,50.0,RightFoot,12.6,90.0,4,3,1,False
370998,93.6,34.5,LeftFoot,13.13,34.041276088207766,20,0,4,False
370998,94.4,54.9,LeftFoot,6.8621,66.64843112886739,25,1,5,True
400822,89.3,45.4,RightFoot,12.04004,73.59716437372997,36,0,2,False
341315,73.5,31.6,LeftFoot,31.15524,65.49982441089006,3,0,3,False
400822,77.5,69.5,RightFoot,27.38885,61.85419079375692,43,1,4,False
400822,81.5,73.2,RightFoot,25.34979,51.90510535725131,43,2,5,False
442563,71.5,59.6,RightFoot,31.05893,78.63449592429455,0,0,0,False
30083,76.3,32.5,LeftFoot,28.01531,64.093733486694,31,0,6,False
433993,76.5,74.2,LeftFoot,30.02303,57.07259878427652,10,0,7,False
121877,86.5,37.4,RightFoot,17.1533,58.97916990046968,19,1,1,False
442563,81.1,48.2,RightFoot,19.9963,86.0963971894042,3,1,2,False
442559,91.0,49.4,RightFoot,9.47443,85.88337885247299,41,0,3,False
442559,91.7,50.0,LeftFoot,9.45,90.0,41,1,4,False
442563,92.7,55.4,Head,9.06201,67.96425971844621,3,2,5,False
442562,74.3,47.5,RightFoot,27.37611,85.72672648570739,0,0,6,False
243757,85.8,67.5,RightFoot,19.53704,53.722431913645366,20,0,8,False
433993,70.9,77.1,RightFoot,36.46011,59.76416218127909,27,1,9,False
425425,84.2,74.6,RightFoot,23.42184,45.83036639742087,2,0,10,False
328541,85.0,62.9,LeftFoot,17.73832,62.61178207397876,1,0,0,False
38190,87.3,44.8,RightFoot,14.24672,73.35942119654631,2,0,0,False
326350,74.5,60.0,LeftFoot,28.13414,76.01285975222743,7,0,1,False
35890,67.8,49.9,RightFoot,34.65667,88.88308195550913,5,0,2,False
354056,91.4,54.3,RightFoot,9.83366,73.94362023820973,1,0,3,True
393115,78.6,30.2,LeftFoot,26.80616,59.512514948807734,3,0,0,False
353898,90.4,30.0,RightFoot,17.18168,37.6705303871778,36,0,1,False
140176,97.3,38.8,RightFoot,8.74689,21.10817998167779,9,0,2,False
326350,78.8,51.8,RightFoot,23.11001,88.31969770145008,14,1,1,False
331383,94.2,40.6,Head,9.26984,42.813955635454995,18,0,2,False
393115,86.0,36.5,LeftFoot,17.51343,57.07259878427652,23,1,3,False
393115,87.6,45.2,LeftFoot,14.06707,76.01285975222743,24,2,4,False
82406,73.2,66.3,RightFoot,30.36605,69.00472871269106,19,0,3,False
379242,92.0,43.1,Head,9.65493,60.46096371160509,45,0,4,False
82406,90.2,31.2,RightFoot,16.64862,39.10030953950404,20,1,5,False
140176,93.2,46.4,Head,7.83715,69.6919200797143,14,1,6,True
346765,84.3,56.4,RightFoot,17.28833,76.3486816452557,20,0,0,False
82406,90.6,42.1,LeftFoot,11.82555,62.61178207397876,23,2,1,False
426053,90.6,55.2,LeftFoot,11.03676,72.05821499676928,10,0,2,False
329279,92.1,43.8,Head,9.65493,60.46096371160509,0,0,3,False
329279,96.1,42.4,Head,6.87267,37.6705303871778,0,1,4,False
346765,78.6,41.3,RightFoot,23.89695,75.16115923864267,30,1,5,False
295768,88.6,26.8,RightFoot,20.61801,37.6705303871778,2,0,0,False
379203,88.5,50.0,RightFoot,12.6,90.0,6,0,1,False
379203,96.2,43.7,RightFoot,6.34804,41.423540533856645,6,1,2,True
146780,94.1,67.9,LeftFoot,13.16524,28.589437937666833,4,0,0,False
143437,88.5,50.0,RightFoot,12.6,90.0,10,0,1,True
322162,86.2,61.4,RightFoot,16.49365,63.0307440055496,12,0,0,False
379203,98.2,61.2,RightFoot,7.7692,15.682119373369797,17,0,1,True
322162,92.7,58.8,LeftFoot,10.00768,57.07259878427652,15,1,0,False
146780,75.5,34.6,LeftFoot,28.41543,67.48659887855726,19,1,1,False
322162,86.7,38.5,RightFoot,16.81296,60.965780258697045,16,2,2,False
337783,90.5,49.5,Head,10.522,86.29501510336456,56,0,3,False
433918,93.8,56.0,RightFoot,8.40648,60.965780258697045,17,0,0,False
322162,94.0,56.9,Head,7.50576,57.07259878427652,18,3,4,False
420368,79.4,49.4,RightFoot,22.06048,88.2246841836407,2,0,5,False
115097,71.2,79.6,LeftFoot,36.27783,57.07259878427652,73,0,6,False
360679,74.4,28.5,RightFoot,31.13024,61.277796544083714,34,0,7,False
419969,79.8,73.2,RightFoot,27.03354,54.65168320167499,12,0,1,False
353176,96.8,32.8,RightFoot,12.94054,18.938919860142224,8,0,0,False
38176,71.2,46.2,RightFoot,30.57124,84.89287288568634,10,0,0,False
371036,81.0,40.9,RightFoot,21.07706,71.17880819595769,7,0,1,False
285812,74.6,48.4,RightFoot,27.33385,87.14639826669965,19,0,1,False
420369,81.7,54.0,RightFoot,20.13457,82.23476272143978,8,0,2,False
420369,90.5,44.3,Head,11.26483,68.76456918740065,8,1,3,False
298702,89.5,39.8,RightFoot,13.76056,57.07259878427652,11,0,2,False
303796,90.2,59.2,LeftFoot,12.15337,59.76416218127909,15,0,3,True
280268,89.7,58.3,RightFoot,12.76699,64.78021886852656,7,0,4,False
371036,90.2,62.6,RightFoot,13.29795,52.14814657353456,15,1,0,False
38498,73.1,65.4,LeftFoot,30.1291,70.21171340162503,1,0,5,False
38176,82.3,41.2,LeftFoot,19.86616,72.05821499676928,38,1,6,False
298702,93.6,62.9,RightFoot,10.98217,42.010748028720826,19,1,1,False
371036,91.6,67.5,RightFoot,14.93104,39.265144870250715,18,2,2,True
70685,78.4,57.0,RightFoot,23.58533,78.35584556698433,20,0,7,False
38498,88.0,37.4,Head,15.39174,54.94688810447266,8,1,8,False
321274,79.5,60.6,LeftFoot,23.07472,72.8604854585395,44,0,0,False
38498,80.3,50.9,LeftFoot,21.0,90.0,9,2,9,False
70685,69.9,42.2,RightFoot,33.00146,80.51194876826732,33,1,10,False
303796,95.1,43.9,LeftFoot,7.08661,47.80216690679392,31,0,1,True
248219,69.7,34.4,RightFoot,34.32021,71.5174049040732,1,0,0,False
117650,86.6,71.5,LeftFoot,20.49411,45.83036639742087,6,0,0,False
433446,72.4,66.3,RightFoot,31.34859,69.6919200797143,9,0,1,False
252586,92.5,34.2,RightFoot,13.74534,37.6705303871778,7,0,2,False
433446,89.7,69.9,RightFoot,17.33,41.79519884266491,10,1,3,False
322266,94.5,65.5,LeftFoot,11.98874,31.701235671593576,4,0,1,False
346517,85.8,25.3,RightFoot,23.17461,42.813955635454995,6,0,2,False
117650,78.4,57.5,RightFoot,23.58533,78.35584556698433,14,1,4,False
442347,66.7,60.0,RightFoot,36.34185,79.21614111842676,19,0,3,False
418212,71.7,59.0,RightFoot,31.05893,78.63449592429455,15,0,4,False
344712,69.7,30.7,RightFoot,35.27694,67.32405105648363,39,0,5,False
